date,SPY US Equity,EEM US Equity,REET US Equity,ALTY US Equity,IPO US Equity,VBK US Equity,PSP US Equity,IGEB US Equity,TLH US Equity,VYM US Equity,TLT US Equity
2017-10-02,,,,,,,,,,,
2017-10-31,0.019142358909321366,0.03257474341811695,-0.009393346379647838,-0.012157861234882272,0.04706176693540254,0.015275611024440972,0.010244286840031425,0.0023287828836442426,-0.0004406580493536705,0.0116521525818718,0.001448342452526452
2017-11-30,0.030565817616177382,-0.003889369057908376,0.028447254049782877,-0.002790128229911759,-0.0087268188302424,0.030667776426147597,-0.023400936037441422,0.0007599445873738286,-0.0014812637766347114,0.030674102812803028,0.00742326852000641
2017-12-29,0.012086713708916674,0.03768763557483723,0.012904341144832854,0.008736276872774784,0.014880213561285549,0.002633246366008146,0.023645367412140628,0.00037968375507246854,0.005756506331200395,0.014855899305963982,0.01807967370611374
2018-01-31,0.056359290429885966,0.08297900805645786,-0.015334200615188531,0.0006597953993683348,0.004434770586587922,0.038793982053717535,0.07068329998970024,-0.0017178122702006249,-0.026027815192635084,0.04110792612743963,-0.032556004349365564
2018-02-28,-0.03636050476936037,-0.058984420994114606,-0.0657817699987675,-0.04821012470232755,0.0023293569563069827,-0.03189865052658447,-0.05476347333317788,-0.015601763935945479,-0.015640399269248317,-0.047223651015259605,-0.030388274828940465
2018-03-29,-0.02741556341964224,0.0054152624248478,0.03420082626227661,0.005757292458350438,0.011943661971830943,0.01498917858931681,-0.020818074301142686,-0.0011807824141871759,0.01760897916760462,-0.021671508264993866,0.02858223750691069
2018-04-30,0.0051682934011996196,-0.02816887040932281,0.00977144155673293,0.01931294595986288,-0.0031316111791559464,0.0025620621778075225,0.013289303362718163,-0.01310667195659565,-0.016053411884339286,0.0013341582739312408,-0.020881794864924808
2018-05-31,0.024308898801339573,-0.02621634784945337,0.023388765180587745,0.026025914384123494,0.01746994680479741,0.05822226742756964,-0.006558284029645978,0.006699548805896738,0.01195888357332131,0.015980218262322543,0.02005343602603138
2018-06-29,0.0057552404326213225,-0.04538908626815208,0.023946020184562267,0.0015729704844236192,0.02417520591978639,0.012048820033766505,-0.003277324201670484,-0.005683983491311828,0.0027180912356810083,-0.002930451096923248,0.006467709011625855
